Region,Type,UnitCode,ParkName,State,Year,Month,Visitors,Camping,OtherLodging,OtherCamping
Northeast,National Park,SHEN,Shenandoah National Park,VA,2014,10,"252,800","25,409","7,025",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2014,11,"74,015","2,622","6,919",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2014,12,"21,682",236,240,0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,1,"11,278",214,234,0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,2,"9,610",204,182,0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,3,"33,194","2,160",871,0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,4,"88,978","10,418","8,921",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,5,"155,018","31,252","10,792",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,6,"138,916","32,783","16,663",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,7,"169,303","34,911","15,119",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,8,"194,768","34,701","16,371",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,9,"140,852","26,217","15,626",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,10,"257,854","29,109","14,462",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,11,"86,953","4,246","7,605",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2015,12,"35,149",237,249,0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,1,"16,626",242,436,0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,2,"20,687",184,164,0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,3,"56,390","4,308",304,0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,4,"93,020","10,558","7,065",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,5,"137,816","27,980","11,436",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,6,"158,017","36,911","17,422",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,7,"195,953","41,044","15,687",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,8,"176,133","35,085","16,283",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,9,"147,462","31,062","15,950",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,10,"263,082","36,398","16,268",0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,11,"142,558","5,786",237,0
Northeast,National Park,SHEN,Shenandoah National Park,VA,2016,12,"29,597",116,286,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,1,"14,768",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,2,"15,827",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,3,"28,720",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,4,"40,701",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,5,"31,885",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,6,"33,381",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,7,"34,625",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,8,"26,857",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,9,"28,524",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,10,"32,120",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,11,"21,144",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2010,12,"8,494",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,1,"6,208",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,2,"6,349",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,3,"12,041",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,4,"41,609",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,5,"46,843",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,6,"35,534",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,7,"46,731",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,8,"37,313",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,9,"39,626",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,10,"53,817",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,11,"35,388",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2011,12,"26,357",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,1,"25,910",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,2,"29,656",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,3,"45,431",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,4,"86,661",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,5,"87,359",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,6,"50,742",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,7,"52,445",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,8,"45,406",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,9,"45,480",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,10,"61,885",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,11,"32,917",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2012,12,"23,728",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,1,"27,587",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,2,"29,116",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,3,"48,294",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,4,"69,321",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,5,"66,717",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,6,"51,781",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,7,"59,236",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,8,"46,284",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,9,"47,801",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,10,"29,760",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,11,"36,783",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2013,12,"23,526",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,1,"26,716",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,2,"29,258",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,3,"48,104",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,4,"65,105",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,5,"65,919",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,6,"29,439",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,7,"30,644",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,8,"23,805",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,9,"25,821",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,10,"30,694",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,11,"19,735",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2014,12,"13,846",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,1,"16,760",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,2,"13,536",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,3,"29,391",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,4,"26,640",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,5,"74,184",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,6,"36,086",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,7,"32,337",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,8,"26,468",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,9,"26,610",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,10,"36,633",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,11,"21,756",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2015,12,"16,134",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,1,"21,697",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,2,"13,768",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,3,"29,391",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,4,"26,640",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,5,"78,830",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,6,"32,145",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,7,"39,354",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,8,"38,553",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,9,"36,869",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,10,"45,237",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,11,"35,268",0,0,0
Southeast,National Military Park,SHIL,Shiloh National Military Park,TN,2016,12,"24,110",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,1,"6,020",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,2,"9,907",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,3,"18,386",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,4,"10,192",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,5,"19,170",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,6,"22,107",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,7,"29,440",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,8,"30,554",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,9,"20,748",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,10,"7,120",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,11,"8,598",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2010,12,"6,934",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,1,"8,187",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,2,"7,667",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,3,"11,684",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,4,"13,965",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,5,"18,646",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,6,"32,117",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,7,"32,407",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,8,"27,374",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,9,"14,246",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,10,"6,961",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,11,"8,124",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2011,12,"5,486",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,1,"4,412",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,2,"4,888",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,3,"6,983",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,4,"56,569",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,5,"27,002",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,6,"27,002",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,7,"28,397",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,8,"31,171",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,9,100,0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,10,"6,591",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,11,20,0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2012,12,"2,022",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,1,"3,380",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,2,"3,784",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,3,"4,386",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,4,"5,896",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,5,"18,744",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,6,"29,258",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,7,"33,572",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,8,"31,619",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,9,"15,458",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,10,"4,021",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,11,"6,953",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2013,12,"4,086",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,1,"4,077",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,2,"3,885",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,3,"4,800",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,4,"6,616",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,5,"21,972",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,6,"26,355",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,7,"29,630",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,8,"26,742",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,9,"17,958",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,10,"7,274",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,11,"4,297",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2014,12,"3,691",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,1,"4,074",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,2,"3,949",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,3,"7,534",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,4,"7,943",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,5,"26,367",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,6,"30,683",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,7,"33,584",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,8,"29,639",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,9,"20,776",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,10,"9,073",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,11,"6,286",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2015,12,"5,242",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,1,"4,684",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,2,"6,099",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,3,"9,177",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,4,"41,865",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,5,"25,534",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,6,"32,543",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,7,"35,323",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,8,"28,701",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,9,"17,547",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,10,"9,364",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,11,"3,278",0,0,0
Alaska,National Historical Park,SITK,Sitka National Historical Park,AK,2016,12,"3,026",0,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,1,"6,765",54,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,2,"8,050",28,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,3,"14,750",92,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,4,"23,727",965,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,5,"62,289","7,588",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,6,"160,281","16,721",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,7,"377,849","30,722",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,8,"409,959","33,804",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,9,"103,044","16,640",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,10,"86,048","9,088",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,11,"21,372",590,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2010,12,"6,798",90,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,1,"8,845",249,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,2,"9,577",48,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,3,"8,203",51,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,4,"16,603",349,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,5,"39,575","6,278",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,6,"169,162","19,259",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,7,"416,562","32,616",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,8,"397,953","39,254",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,9,"150,984","21,186",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,10,"102,018","9,976",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,11,"19,972",632,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2011,12,"8,850",75,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,1,"7,226",49,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,2,"9,963",34,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,3,"17,120",158,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,4,"28,604",774,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,5,"80,028","8,761",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,6,"257,280","22,402",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,7,"459,935","32,029",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,8,"437,914","34,156",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,9,"137,266","20,557",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,10,"71,430","7,141",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,11,"17,966",593,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2012,12,"6,828",140,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,1,"7,684",0,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,2,"11,380",74,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,3,"12,657",62,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,4,"18,415",364,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,5,"45,835","7,052",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,6,"183,244","20,745",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,7,"453,855","30,914",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,8,"397,007","34,440",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,9,"130,319","21,095",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,10,"57,445",665,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,11,"14,183",842,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2013,12,"7,983",88,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,1,"6,189",102,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,2,"11,778",129,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,3,"10,434",71,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,4,"16,465",355,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,5,"46,282","7,332",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,6,"196,781","19,249",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,7,"476,296","26,849",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,8,"387,642","36,898",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,9,"143,264","17,834",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,10,"75,773","7,454",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,11,"15,776","1,101",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2014,12,"8,721",102,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,1,"6,340",67,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,2,"12,191",16,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,3,"11,548",48,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,4,"36,053",581,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,5,"74,361","5,755",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,6,"256,462","8,969",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,7,"483,291","29,658",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,8,"358,885","31,262",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,9,"141,297","21,727",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,10,"119,175","9,638",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,11,"22,377",988,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2015,12,"13,653",51,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,1,"12,994",48,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,2,"14,577",33,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,3,"20,166",112,0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,4,"30,032","1,002",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,5,"100,289","8,877",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,6,"258,960","22,133",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,7,"486,506","28,176",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,8,"442,439","34,111",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,9,"159,394","19,850",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,10,"122,032","12,261",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,11,"27,774","1,368",0,0
Midwest,National Lakeshore,SLBE,Sleeping Bear Dunes National Lakeshore,MI,2016,12,"8,390",85,0,0
Northeast,National Historic Site,SPAR,Springfield Armory National Historic Site,MA,2010,1,844,0,0,0
Northeast,National Historic Site,SPAR,Springfield Armory National Historic Site,MA,2010,2,840,0,0,0
