Species_ID,Category,Family,Scientific_Name,Common_Names,Record_Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation_Status
GRSM-2693,Vascular Plant,Orobanchaceae,Pedicularis lanceolata,Swamp Lousewort,Approved,Not Present (False Report),Native,,,
GRSM-2701,Vascular Plant,Plantaginaceae,Callitriche terrestris,Water Star-Wort,Approved,Present,Native,Rare,,
GRSM-2704,Vascular Plant,Plantaginaceae,Chelone obliqua,"Lance-Leaved Turtlehead, Red Turtlehead",Approved,Not Present (Historical Report),Native,,,
GRSM-2709,Vascular Plant,Plantaginaceae,Gratiola viscidula,Short's Hedgehyssop,Approved,Not Present (False Report),Native,,,
GRSM-2713,Vascular Plant,Plantaginaceae,Penstemon calycosus,Longsepal Beardtongue,Approved,Not Present (False Report),Native,,,
GRSM-2716,Vascular Plant,Plantaginaceae,Penstemon laevigatus,"Smooth Beardtongue, Smooth Beard-Tongue",Approved,Present,Native,Rare,,
GRSM-2733,Vascular Plant,Plantaginaceae,Veronicastrum virginicum,"Culver's Root, Culver's-Root",Approved,Present,Native,Rare,,
GRSM-2735,Vascular Plant,Scrophulariaceae,Scrophularia marilandica,"Carpenter's Square Figwort, Figwort",Approved,Present,Native,Rare,,
GRSM-2737,Vascular Plant,Scrophulariaceae,Verbascum thapsus,"Common Mullein, Great Mullein",Approved,Present,Not Native,Common,,
GRSM-2749,Vascular Plant,Colchicaceae,Uvularia grandiflora,Large-Flowered Bellwort,Approved,Present,Native,Uncommon,,
GRSM-2762,Vascular Plant,Liliaceae,Lilium philadelphicum,"Philadelphia Wood Lily, Wood Lily",Approved,Not Present (Historical Report),Native,,,
GRSM-2769,Vascular Plant,Liliaceae,Prosartes maculatum,Spotted Mandarin,In Review,,,,,
GRSM-2777,Vascular Plant,Melanthiaceae,Melanthium parviflorum,"Small-Flowered False Hellebore, Small-Flowered False-Helleborne",Approved,Present,Native,Common,,
GRSM-2782,Vascular Plant,Melanthiaceae,Trillium flexipes,Jennison's White Trillium,Approved,Present,Native,Rare,,
GRSM-2783,Vascular Plant,Melanthiaceae,Trillium grandiflorum,"Large-Flower Trillium, White Trillium",Approved,Present,Native,Common,,
GRSM-2784,Vascular Plant,Melanthiaceae,Trillium luteum,Yellow Trillium,Approved,Present,Native,Common,,
GRSM-2785,Vascular Plant,Melanthiaceae,Trillium pusillum var. pusillum,Dwarf Wakerobin,Approved,Not Present (False Report),Unknown,,,Species of Concern
GRSM-2787,Vascular Plant,Melanthiaceae,Trillium simile,Sweet White Trillium,Approved,Present,Native,Rare,,
GRSM-2789,Vascular Plant,Melanthiaceae,Trillium vaseyi,Vasey's Trillium,Approved,Present,Native,Uncommon,,
GRSM-2813,Vascular Plant,Annonaceae,Asimina triloba,"Pawpaw, Paw-Paw",Approved,Present,Native,Uncommon,,
GRSM-2817,Vascular Plant,Magnoliaceae,Magnolia grandiflora,"Large-Flower Magnolia, Southern Magnolia",Approved,Not Present (Historical Report),Not Native,,,
GRSM-2836,Vascular Plant,Euphorbiaceae,Ricinus communis,Castorbean,Approved,Not Present (False Report),Not Native,,,
GRSM-2840,Vascular Plant,Hypericaceae,Hypericum gentianoides,"Orange-Grass St. John's-Wort, Pineweed",Approved,Present,Native,Uncommon,,
GRSM-2844,Vascular Plant,Hypericaceae,Hypericum hypericoides ssp. multicaule,"A St. John's-Wort, Low St. Andrew's Cross",Approved,Present,Native,Common,,
GRSM-2849,Vascular Plant,Hypericaceae,Hypericum punctatum,"Common St. John's-Wort, Dotted St. John's-Wort",Approved,Present,Native,Uncommon,,
GRSM-2855,Vascular Plant,Linaceae,Linum virginianum,Virginia Flax,Approved,Present,Native,Uncommon,,
GRSM-2860,Vascular Plant,Salicaceae,Populus alba,"Silver Poplar, White Poplar",Approved,Present,Not Native,Rare,,
GRSM-2862,Vascular Plant,Salicaceae,Populus deltoides,Eastern Cottonwood,Approved,Present,Not Native,Rare,,
GRSM-2864,Vascular Plant,Salicaceae,Populus nigra,Lombardy Poplar,Approved,Present,Not Native,Rare,,
GRSM-2870,Vascular Plant,Salicaceae,Salix caroliniana,Carolina Willow,Approved,Present,Native,Rare,,
GRSM-2874,Vascular Plant,Salicaceae,Salix humilis var. humilis,Prairie Willow,Approved,Present,Native,Rare,,
GRSM-2883,Vascular Plant,Violaceae,Viola blanda var. blanda,Sweet White Violet,Approved,Present,Native,Common,,
GRSM-2888,Vascular Plant,Violaceae,Viola conspersa,"American Bog Violet, Dog Violet",Approved,Present,Native,Uncommon,,
GRSM-2890,Vascular Plant,Violaceae,Viola egglestonii,Glade Violet,Approved,Not Present (False Report),Native,,,
GRSM-2891,Vascular Plant,Violaceae,Viola hastata,"Halberd-Leaved Violet, Halberd-Leaved Yellow Violet",Approved,Present,Native,Abundant,,
GRSM-2902,Vascular Plant,Violaceae,Viola pubescens var. pubescens,Hairy Yellow Violet,Approved,Present,Native,Rare,,
GRSM-2906,Vascular Plant,Violaceae,Viola sagittata,Arrow-Leaved Violet,In Review,,,,,
GRSM-2907,Vascular Plant,Violaceae,Viola sagittata var. ovata,Arrowleaf Violet,Approved,Not Present (False Report),Native,,,
GRSM-2909,Vascular Plant,Violaceae,Viola septemloba,Violet,Approved,Present,Native,Rare,,
GRSM-2922,Vascular Plant,Malvaceae,Alcea rosea,Hollyhock,Approved,Not Present (False Report),Not Native,,,
GRSM-2931,Vascular Plant,Malvaceae,Tilia americana var. americana,American Basswood,Approved,Present,Native,Rare,,
GRSM-2937,Vascular Plant,Melastomataceae,Rhexia mariana,"Maryland Meadow Beauty, Pale Meadow Beauty",Approved,Present,Native,Rare,,
GRSM-2939,Vascular Plant,Melastomataceae,Rhexia virginica,"Meadow Beauty, Virginia Meadow-Beauty",Approved,Present,Native,Rare,,
GRSM-2941,Vascular Plant,Onagraceae,Circaea lutetiana ssp. canadensis,"Intermediate Enchanter's Nightshade, Larger Enchanter's-Nightshade",Approved,Present,Native,Common,,
GRSM-2947,Vascular Plant,Onagraceae,Ludwigia decurrens,"Decurrent Seedbox, Primrose Willow",Approved,Present,Native,Rare,,
GRSM-2970,Vascular Plant,Osmundaceae,Osmunda cinnamomea,Cinnamon Fern,Approved,Present,Native,Common,,
GRSM-2991,Vascular Plant,Pinaceae,Pinus strobus,White Pine,Approved,Present,Native,Common,,
GRSM-3000,Vascular Plant,Aristolochiaceae,Hexastylis heterophylla,Variableleaf Heartleaf,Approved,Not Present (False Report),Native,,,
GRSM-3019,Vascular Plant,Cyperaceae,Carex atlantica ssp. atlantica,Sedge,Approved,Present,Native,Rare,,
GRSM-3024,Vascular Plant,Cyperaceae,Carex biltmoreana,Biltmore Sedge,Approved,Present,Native,Rare,,
GRSM-3026,Vascular Plant,Cyperaceae,Carex brevior,"Brevior Sedge, Fescue Sedge, Shortbeak Sedge",Approved,Present,Native,Rare,,
GRSM-3033,Vascular Plant,Cyperaceae,Carex communis,"Common Sedge, Fibrous-Root Sedge",In Review,,,,,
GRSM-3037,Vascular Plant,Cyperaceae,Carex complanatum,None,In Review,,,,,
GRSM-3038,Vascular Plant,Cyperaceae,Carex conjuncta,Soft Fox Sedge,Approved,Not Present (False Report),Native,,,
GRSM-3056,Vascular Plant,Cyperaceae,Carex gracillima,Graceful Sedge,Approved,Present,Native,Rare,,
GRSM-3057,Vascular Plant,Cyperaceae,Carex granularis,Granular Sedge,Approved,Present,Native,Rare,,
GRSM-3067,Vascular Plant,Cyperaceae,Carex laxiculmis,"Sedge, Spreading Sedge",Approved,Present,Native,Rare,,
GRSM-3076,Vascular Plant,Cyperaceae,Carex lurida,"Shallow Sedge, Smaller Hop Sedge",Approved,Present,Native,Uncommon,,
GRSM-3083,Vascular Plant,Cyperaceae,Carex oxylepis var. oxylepis,Sharpscale Sedge,Approved,Not Present (False Report),Native,,,
GRSM-3101,Vascular Plant,Cyperaceae,Carex stricta,Uptight Sedge,Approved,Not Present (False Report),Native,,,
GRSM-3103,Vascular Plant,Cyperaceae,Carex swanii,"Swan Sedge, Swan's Sedge",Approved,Present,Native,Common,,
GRSM-3127,Vascular Plant,Cyperaceae,Cyperus refractus,Reflexed Flatsedge,Approved,Not Present (False Report),Native,,,
GRSM-3130,Vascular Plant,Cyperaceae,Cyperus retrorsus var. robustus,Pine Barren Flatsedge,Approved,Not Present (False Report),Unknown,,,
GRSM-3135,Vascular Plant,Cyperaceae,Dulichium arundinaceum,Three-Way Sedge,Approved,Present,Native,Rare,,
GRSM-3141,Vascular Plant,Cyperaceae,Eleocharis tenuis var. verrucosa,Slender Spikerush,Approved,Not Present (False Report),Native,,,
GRSM-3142,Vascular Plant,Cyperaceae,Eleocharis tuberculosa,Cone-Cup Spikerush,Approved,Present,Native,Rare,,
GRSM-3150,Vascular Plant,Cyperaceae,Rhynchospora gracilenta,Slender Beaksedge,Approved,Not Present (False Report),Native,,,
GRSM-3156,Vascular Plant,Cyperaceae,Scirpus lineatus,Drooping Bulrush,Approved,Present,Native,Rare,,
GRSM-3157,Vascular Plant,Cyperaceae,Scirpus pendulus,Rufous Bulrush,Approved,Not Present (False Report),Native,,,
GRSM-3164,Vascular Plant,Cyperaceae,Trichophorum caespitosum,Tufted Bulrush,Approved,Present,Native,Rare,,
GRSM-3177,Vascular Plant,Juncaceae,Juncus gymnocarpus,"Few-Seeded Rush, Naked-Fruited Rush",Approved,Present,Native,Rare,,
GRSM-3187,Vascular Plant,Juncaceae,Luzula acuminata var. carolinae,Wood-Rush,Approved,Present,Native,Unknown,,
GRSM-3201,Vascular Plant,Poaceae,Andropogon gerardii,Big Bluestem,Approved,Present,Native,Rare,,
GRSM-3204,Vascular Plant,Poaceae,Andropogon ternarius,Silver Bluestem,Approved,Present,Native,Rare,,
GRSM-3215,Vascular Plant,Poaceae,Brachyelytrum erectum,"Bearded Short-Husk, Common Shorthusk",Approved,Present,Native,Rare,,
GRSM-3224,Vascular Plant,Poaceae,Bromus pubescens,Native Brome Grass,Approved,Present,Native,Common,,
GRSM-3242,Vascular Plant,Poaceae,Cynodon dactylon,"Bermuda Grass, Bermuda-Grass",Approved,Present,Not Native,Common,,
GRSM-3243,Vascular Plant,Poaceae,Cynosurus cristatus,Crested Dogstailgrass,Approved,Not Present (False Report),Not Native,,,
GRSM-3254,Vascular Plant,Poaceae,Dichanthelium acuminatum var. lindheimeri,Lindheimer Panicgrass,Approved,Not Present (False Report),Native,,,
GRSM-3261,Vascular Plant,Poaceae,Dichanthelium latifolium,Broad-Leaved Panic Grass,Approved,Present,Native,Uncommon,,
GRSM-3264,Vascular Plant,Poaceae,Dichanthelium longiligulatum,"Coastal-Plain Witchgrass, Long-Ligule Panic Grass",Approved,Present,Native,Rare,,
GRSM-3290,Vascular Plant,Poaceae,Eragrostis cilianensis,Stinkgrass,Approved,Not Present (False Report),Not Native,,,
GRSM-3299,Vascular Plant,Poaceae,Festuca paradoxa,Clustered Fescue,Approved,Not Present (False Report),Native,,,
GRSM-3304,Vascular Plant,Poaceae,Glyceria striata,"Fowl Manna-Grass, Striate Mannagrass",Approved,Present,Native,Common,,
GRSM-3318,Vascular Plant,Poaceae,Melica mutica,"Narrow Melic Grass, Melic Grass",Approved,Present,Native,Rare,,
GRSM-3319,Vascular Plant,Poaceae,Microstegium vimineum,"Microstegium, Japanese Grass",Approved,Present,Not Native,Abundant,,
GRSM-3328,Vascular Plant,Poaceae,Panicum capillare,"Old Witch Panic-Grass, Panic Grass",Approved,Present,Native,Rare,,
GRSM-3331,Vascular Plant,Poaceae,Panicum gattingeri,"Gattinger Panic Grass, Panic Grass",Approved,Present,Native,Rare,,
GRSM-3337,Vascular Plant,Poaceae,Panicum rigidulum var. rigidulum,Redtop Panicum,Approved,Present,Native,Rare,,
GRSM-3345,Vascular Plant,Poaceae,Paspalum pubiflorum var. glabrum,"Hairy-Seed Paspalum, Paspalum",Approved,Present,Native,Uncommon,,
GRSM-3352,Vascular Plant,Poaceae,Poa alsodes,"Grove Meadow Grass, Wood Bluegrass",Approved,Present,Native,Common,,
GRSM-3360,Vascular Plant,Poaceae,Poa pratensis,"Junegrass, Kentucky Bluegrass",Approved,Present,Not Native,Common,,
GRSM-3369,Vascular Plant,Poaceae,Secale cereale,"Cultivated Rye, Rye",Approved,Present,Not Native,Uncommon,,
GRSM-3370,Vascular Plant,Poaceae,Setaria faberi,Foxtail,Approved,Present,Not Native,Rare,,
GRSM-3378,Vascular Plant,Poaceae,Sorghastrum nutans,"Indian Grass, Yellow Indian-Grass",Approved,Present,Native,Common,,
GRSM-3379,Vascular Plant,Poaceae,Sorghum bicolor,"Black Amber, Broomcorn, Broom-Corn, Chicken Corn, Shatter Cane, Shattercane, Sorghum, Wild Cane",Approved,Present,Not Native,Rare,,
GRSM-3383,Vascular Plant,Poaceae,Sphenopholis obtusata,"Blunt Sphenopholis, Prairie Wedgegrass",Approved,Present,Native,Rare,,
GRSM-3388,Vascular Plant,Poaceae,Sporobolus indicus var. indicus,Smut Grass,Approved,Present,Native,Uncommon,,
GRSM-3390,Vascular Plant,Poaceae,Tridens flavus,"Purpletop Tridens, Tall Purple-Top Fluffgrass",In Review,,,,,
GRSM-3393,Vascular Plant,Poaceae,Tripsacum dactyloides,Eastern Gamma Grass,Approved,Present,Native,Rare,,
GRSM-3396,Vascular Plant,Poaceae,Vulpia bromoides,Fescue,Approved,Present,Native,Rare,,
GRSM-3401,Vascular Plant,Typhaceae,Sparganium americanum,"American Bur-Reed, Bur-Reed",Approved,Present,Native,Rare,,
GRSM-3402,Vascular Plant,Typhaceae,Sparganium androcladum,"Branching Bur-Reed, Bur-Reed",Approved,Not Present (Historical Report),Native,,,
GRSM-3403,Vascular Plant,Typhaceae,Typha angustifolia,Narrowleaf Cattail,Approved,Not Present (False Report),Native,,,
GRSM-3413,Vascular Plant,Blechnaceae,Woodwardia areolata,"Netted Chain Fern, Netted Chainfern",Approved,Present,Native,Rare,,
GRSM-3416,Vascular Plant,Dennstaedtiaceae,Pteridium aquilinum,"Bracken, Bracken Fern, Brackenfern, Northern Bracken Fern, Western Brackenfern",In Review,,,,,
GRSM-3418,Vascular Plant,Dennstaedtiaceae,Pteridium aquilinum var. pseudocaudatum,Bracken Fern,Approved,Present,Native,Rare,,
GRSM-3436,Vascular Plant,Pteridaceae,Pellaea atropurpurea,"Purple Cliff-Brake, Purple-Stem Cliff-Brake",Approved,Present,Native,Rare,,
GRSM-3438,Vascular Plant,Pteridaceae,Vittaria appalachiana,"Appalachian Shoestring Fern, Appalachian Vittaria",Approved,Present,Native,Rare,,
GRSM-3444,Vascular Plant,Woodsiaceae,Athyrium felix-femina asplenoides,None,In Review,,,,,
GRSM-3446,Vascular Plant,Woodsiaceae,Cystopteris bulbifera,Bulblet Fern,Approved,Present,Native,Rare,,
GRSM-3449,Vascular Plant,Woodsiaceae,Deparia acrostichoides,"Silvery Glade Fern, Silvery Spleenwort",Approved,Present,Native,Common,,
GRSM-3454,Vascular Plant,Berberidaceae,Berberis canadensis,American Barberry,Approved,Not Present (False Report),Native,,,
GRSM-3461,Vascular Plant,Berberidaceae,Nandina domestica,"Heavenly Bamboo, Nandina",Approved,Present,Not Native,Rare,,
GRSM-3476,Vascular Plant,Ranunculaceae,Aconitum uncinatum,"Monk's Hood, Blue Monkshood",Approved,Present,Native,Uncommon,,
GRSM-3487,Vascular Plant,Ranunculaceae,Clematis ochroleuca,Curlyheads,Approved,Not Present (False Report),Native,,,
GRSM-3488,Vascular Plant,Ranunculaceae,Clematis terniflora,Clematis,Approved,Present,Not Native,Rare,,
GRSM-3489,Vascular Plant,Ranunculaceae,Clematis viorna,"Leatherflower, Vase-Vine Leather-Flower",Approved,Present,Native,Rare,,
GRSM-3493,Vascular Plant,Ranunculaceae,Delphinium tricorne,Dwarf Larkspur,Approved,Present,Native,Rare,,
GRSM-3496,Vascular Plant,Ranunculaceae,Hepatica nobilis var. obtusa,Round-Lobed Hepatica,Approved,Present,Native,Rare,,
GRSM-3517,Vascular Plant,Ranunculaceae,Thalictrum pubescens,King Of The Meadow,Approved,Present,Native,Uncommon,,
GRSM-3519,Vascular Plant,Ranunculaceae,Thalictrum thalictroides,"Rue-Anemone, Windflower",Approved,Present,Native,Common,,
GRSM-3520,Vascular Plant,Ranunculaceae,Trautvetteria caroliniensis,"Carolina Tassel-Rue, False Bugbane",Approved,Present,Native,Uncommon,,
GRSM-3522,Vascular Plant,Cannabaceae,Cannabis sativa,"Hemp, Marijuana, Marijuana",Approved,Present,Not Native,Rare,,
GRSM-3526,Vascular Plant,Elaeagnaceae,Elaeagnus angustifolia,Russian Olive,Approved,Present,Not Native,Rare,,
GRSM-3528,Vascular Plant,Moraceae,Broussonetia papyrifera,Paper Mulberry,Approved,Present,Not Native,Rare,,
GRSM-3533,Vascular Plant,Rhamnaceae,Frangula caroliniana,Carolina Buckthorn,Approved,Present,Native,Rare,,
GRSM-3538,Vascular Plant,Rosaceae,Agrimonia rostellata,"Beaked Agrimony, Woodland Agrimony",Approved,Present,Native,Uncommon,,
GRSM-3539,Vascular Plant,Rosaceae,Amelanchier arborea,"Downy Serviceberry, Hairy-Leaf Shadbush",Approved,Present,Native,Uncommon,,
GRSM-3543,Vascular Plant,Rosaceae,Amelanchier stolonifera,None,Approved,Present,Native,Rare,,
GRSM-3551,Vascular Plant,Rosaceae,Chaenomeles speciosa,Flowering Quince,In Review,,,,,
GRSM-3561,Vascular Plant,Rosaceae,Crataegus pinetorum,"A Hawthorn, Hawthorn",Approved,Present,Native,Rare,,
GRSM-3583,Vascular Plant,Rosaceae,Porteranthus stipulatus,"American Ipecac, Indian Physic",Approved,Present,Native,Rare,,
GRSM-3590,Vascular Plant,Rosaceae,Prunus,"Chokecherry, Plum",In Review,,,,,
GRSM-3595,Vascular Plant,Rosaceae,Prunus hortulana,Hortulan Plum,Approved,Present,Native,Rare,,
GRSM-3599,Vascular Plant,Rosaceae,Prunus serotina,"Black Cherry, Wild Black Cherry",Approved,Present,Native,Abundant,,
GRSM-3609,Vascular Plant,Rosaceae,Rosa eglanteria,"Sweet Brier, Sweetbrier",Approved,Present,Not Native,Rare,,
GRSM-3621,Vascular Plant,Rosaceae,Rubus frondosus,Yankee Blackberry,Approved,Not Present (False Report),Unknown,,,
GRSM-3623,Vascular Plant,Rosaceae,Rubus idaeus ssp. strigosus,American Red Raspberry,Approved,Present,Native,Rare,,
GRSM-3625,Vascular Plant,Rosaceae,Rubus odoratus,"Purple Flowering Raspberry, Purple-Flowering Raspberry",Approved,Present,Native,Uncommon,,
GRSM-3628,Vascular Plant,Rosaceae,Rubus trivialis,Southern Dewberry,Approved,Not Present (False Report),Native,,,
GRSM-3637,Vascular Plant,Rosaceae,Spiraea virginiana,Virginia Spiraea,Approved,Present,Native,Rare,,Threatened
GRSM-3640,Vascular Plant,Ulmaceae,Ulmus americana,American Elm,Approved,Present,Native,Common,,
GRSM-3647,Vascular Plant,Urticaceae,Urtica dioica,Stinging Nettle,Approved,Not Present (False Report),Not Native,,,
GRSM-3652,Vascular Plant,Anacardiaceae,Rhus aromatica,Fragrant Sumac,Approved,Present,Native,Rare,,
GRSM-3657,Vascular Plant,Anacardiaceae,Rhus glabra,Smooth Sumac,Approved,Present,Native,Common,,
GRSM-3660,Vascular Plant,Anacardiaceae,Toxicodendron radicans ssp. radicans,Eastern Poison Ivy,Approved,Present,Native,Common,,
GRSM-3665,Vascular Plant,Rutaceae,Ptelea trifoliata,Common Hoptree,Approved,Not Present (False Report),Native,,,
GRSM-3672,Vascular Plant,Sapindaceae,Acer rubrum var. rubrum,Red Maple,Approved,Present,Native,Abundant,,
GRSM-3676,Vascular Plant,Sapindaceae,Acer spicatum,Mountain Maple,Approved,Present,Native,Abundant,,
GRSM-3689,Vascular Plant,Crassulaceae,Sedum sarmentosum,"Stonecrop, Stringy Stonecrop",Approved,Present,Not Native,Rare,,
GRSM-3695,Vascular Plant,Grossulariaceae,Ribes glandulosum,Skunk Currant,Approved,Present,Native,Uncommon,,
GRSM-3704,Vascular Plant,Penthoraceae,Penthorum sedoides,"Ditch Stonecrop, Ditch-Stonecrop",Approved,Present,Native,Rare,,
GRSM-3725,Vascular Plant,Convolvulaceae,Calystegia spithamaea,Low Bindweed,Approved,Present,Native,Uncommon,,
GRSM-3734,Vascular Plant,Convolvulaceae,Ipomoea purpurea,"Common Morning-Glory, Purple Morning-Glory",Approved,Present,Not Native,Uncommon,,
GRSM-3735,Vascular Plant,Convolvulaceae,Ipomoea quamoclit,Cypressvine,Approved,Not Present (False Report),Not Native,,,
GRSM-3736,Vascular Plant,Solanaceae,Datura stramonium,Jimson Weed,Approved,Present,Not Native,Rare,,
GRSM-3738,Vascular Plant,Solanaceae,Nicandra physalodes,"Apple Of Peru, Apple-Of-Peru",Approved,Present,Not Native,Uncommon,,
GRSM-3739,Vascular Plant,Solanaceae,Physalis angulata,"Angular Ground-Cherry, Cut-Leaf Ground-Cherry",Approved,Present,Native,Rare,,
GRSM-3756,Vascular Plant,Vitaceae,Vitis labrusca,"Fox Grape, Northern Fox Grape",Approved,Present,Native,Rare,,
GRSM-3760,Nonvascular Plant,Andreaeaceae,Andreaea rupestris,Andreaea Moss,In Review,Present,Native,Uncommon,,
GRSM-3764,Nonvascular Plant,Bartramiaceae,Philonotis longiseta,Philonotis Moss,In Review,Present,Native,Uncommon,,
GRSM-3768,Nonvascular Plant,Bryaceae,Anomobryum filiforme,Filiform Anomobryum Moss,In Review,Present,Native,Rare,,
GRSM-3771,Nonvascular Plant,Bryaceae,Bryum capillare,Bryum Moss,In Review,Present,Native,Uncommon,,
GRSM-3781,Nonvascular Plant,Bryaceae,Orthodontium pellucens,Translucent Orthodontium,In Review,Present,Native,Rare,,
GRSM-3782,Nonvascular Plant,Bryaceae,Pohlia annotina,Pohlia Moss,In Review,Present,Native,Rare,,
GRSM-3783,Nonvascular Plant,Bryaceae,Pohlia annotina var. decipiens,None,In Review,Present,Native,Rare,,
GRSM-3784,Nonvascular Plant,Bryaceae,Pohlia cruda,Pohlia Moss,In Review,Present,Native,Rare,,
GRSM-3786,Nonvascular Plant,Bryaceae,Pohlia lescuriana,Lescur's Pohlia Moss,In Review,Present,Native,Rare,,
GRSM-3790,Nonvascular Plant,Bryaceae,Rhodobryum ontariense,Ontario Rhodobryum Moss,In Review,Present,Native,Rare,,
GRSM-3797,Nonvascular Plant,Mniaceae,Mnium thomsonii,Thomson's Calcareous Moss,In Review,Present,Native,Rare,,
GRSM-3804,Nonvascular Plant,Mniaceae,Rhizomnium magnifolium,Grandleaf Rhizomnium Moss,In Review,Present,Native,Rare,,
GRSM-3806,Nonvascular Plant,Buxbaumiaceae,Buxbaumia aphylla,Bug-On-A-Stick,In Review,Present,Native,Rare,,
GRSM-3810,Nonvascular Plant,Bruchiaceae,Trematodon longicollis,Trematodon Moss,In Review,Present,Native,Rare,,
GRSM-3811,Nonvascular Plant,Dicranaceae,Arctoa fulvella,Arctoa Moss,In Review,Present,Native,Unknown,,
GRSM-3819,Nonvascular Plant,Dicranaceae,Dicranella varia,Dicranella Moss,In Review,Present,Native,Rare,,
GRSM-3822,Nonvascular Plant,Dicranaceae,Dicranum condensatum,Condensed Dicranum Moss,In Review,Present,Native,Rare,,
GRSM-3829,Nonvascular Plant,Dicranaceae,Dicranum spurium,Dicranum Moss,In Review,Present,Native,Rare,,
GRSM-3831,Nonvascular Plant,Dicranaceae,Dicranum viride,Dicranum Moss,In Review,Present,Native,Rare,,
GRSM-3836,Nonvascular Plant,Dicranaceae,Rhabdoweisia crispata,Rhabdoweisia Moss,In Review,Present,Native,Uncommon,,
GRSM-3837,Nonvascular Plant,Ditrichaceae,Ceratodon purpureus,Ceratodon Moss,In Review,Present,Native,Uncommon,,
GRSM-3840,Nonvascular Plant,Ditrichaceae,Ditrichum pusillum,Ditrichum Moss,In Review,Present,Native,Rare,,
GRSM-3841,Nonvascular Plant,Ditrichaceae,Ditrichum rhynchostegium,Ditrichum Moss,In Review,Present,Native,Rare,,
GRSM-3857,Nonvascular Plant,Funariaceae,Aphanorrhegma serratum,Serrate Aphanorrhegma Moss,In Review,Present,Native,Rare,,
GRSM-3869,Nonvascular Plant,Grimmiaceae,Racomitrium heterostichum,Racomitrium Moss,In Review,Present,Native,Rare,,
GRSM-3873,Nonvascular Plant,Grimmiaceae,Schistidium apocarpum var. strictum,None,In Review,Present,,,,
GRSM-3892,Nonvascular Plant,Amblystegiaceae,Campylium hispidulum,Hispid Campylium Moss,In Review,Present,Native,Rare,,
GRSM-3895,Nonvascular Plant,Amblystegiaceae,Cratoneuron filicinum,Cratoneuron Moss,In Review,Present,Native,Rare,,
GRSM-3902,Nonvascular Plant,Amblystegiaceae,Hygrohypnum subeugyrium,Hygrohypnum Moss,In Review,Present,Native,Rare,,
GRSM-3907,Nonvascular Plant,Anomodontaceae,Anomodon rostratus,Anomodon Moss,In Review,Present,Native,Common,,
GRSM-3911,Nonvascular Plant,Anomodontaceae,Herpetineuron toccoae,Herpetineuron Moss,In Review,Present,Native,Rare,,
GRSM-3914,Nonvascular Plant,Brachytheciaceae,Brachythecium digastrum,Brachythecium Moss,In Review,Present,Native,Rare,,
GRSM-3924,Nonvascular Plant,Brachytheciaceae,Cirriphyllum piliferum,A Moss,In Review,Present,Native,Rare,,
GRSM-3934,Nonvascular Plant,Climaciaceae,Climacium americanum,American Climacium Moss,In Review,Present,Native,Uncommon,,
GRSM-3949,Nonvascular Plant,Fontinalaceae,Fontinalis dalecarlica,Fontinalis Moss,In Review,Present,Native,Rare,,
GRSM-3950,Nonvascular Plant,Fontinalaceae,Fontinalis flaccida,Flaccid Fontinalis Moss,In Review,Present,Native,Rare,,
GRSM-3952,Nonvascular Plant,Fontinalaceae,Fontinalis novae-angliae var. novae-angliae,New England Fontinalis Moss,In Review,Present,,,,
GRSM-3960,Nonvascular Plant,Hylocomiaceae,Rhytidiadelphus squarrosus,Square Goose Neck Moss,In Review,Present,Native,Rare,,
GRSM-3961,Nonvascular Plant,Hylocomiaceae,Rhytidiadelphus triquetrus,Rough Goose Neck Moss,In Review,Present,Native,Uncommon,,
GRSM-3963,Nonvascular Plant,Hypnaceae,Ctenidium malacodes,Ctenidium Moss,In Review,Present,Native,Common,,
GRSM-3994,Nonvascular Plant,Leskeaceae,Leskeella nervosa,Leskeella,In Review,Present,Native,Rare,,
GRSM-3997,Nonvascular Plant,Leucodontaceae,Leucodon julaceus,Leucodon Moss,In Review,Present,Native,Rare,,
GRSM-4000,Nonvascular Plant,Neckeraceae,Neckera complanata,Neckera Moss,In Review,Present,Native,Rare,,
GRSM-4018,Nonvascular Plant,Sematophyllaceae,Sematophyllum marylandicum,Maryland Sematophyllum Moss,In Review,Present,Native,Uncommon,,
GRSM-4023,Nonvascular Plant,Thuidiaceae,Rauiella scita,Rauiella Moss,In Review,Present,Native,Rare,,
GRSM-4024,Nonvascular Plant,Thuidiaceae,Thuidium allenii,Allen's Thuidium Moss,In Review,Present,Native,Rare,,
GRSM-4030,Nonvascular Plant,Calypogeiaceae,Calypogeia muelleriana,None,In Review,Present,Native,Common,,
GRSM-4042,Nonvascular Plant,Calypogeiaceae,Calypogeja suecica,None,In Review,Present,,,,
GRSM-4055,Nonvascular Plant,Cephaloziellaceae,Cephaloziella massalongi,None,In Review,Present,Native,Rare,,
GRSM-4057,Nonvascular Plant,Cephaloziellaceae,Cephaloziella spinicaulis,None,In Review,Present,Native,Rare,,
GRSM-4058,Nonvascular Plant,Geocalycaceae,Geocalyx graveolens,None,In Review,Present,Native,Rare,,
GRSM-4066,Nonvascular Plant,Herbertaceae,Herbertus aduncus,None,In Review,Present,,,,
GRSM-4071,Nonvascular Plant,Jungermanniaceae,Jungermannia fossombronioides,None,In Review,Present,Native,Rare,,
